,Module,Smiles,BGC_Compound
1401,phn2_Mod.0,O=C([S])/C=C/c1ccccc1,Phenylnannolone
1402,phn2_Mod.1,CCC(=C/C=C/c1ccccc1)C(=O)[S],Phenylnannolone
1403,phn2_Mod.2,CCC(C=[C]C(=O)[S])=C/C=C/c1ccccc1,Phenylnannolone
1404,phn2_Mod.3,CCC(C=[C]C(=O)CC(=O)[S])=C/C=C/c1ccccc1,Phenylnannolone
1405,phn2_Mod.4,CCC(C=[C]C(=O)CC=[C]C(=O)[S])=C/C=C/c1ccccc1,Phenylnannolone
1406,plm1_Mod.0,O=C([S])C1CCCCC1,Phoslactomycin
1407,plm1_Mod.1,O=C([S])[C]=CC1CCCCC1,Phoslactomycin
1408,plm2-3_Mod.2,O=C([S])[C]=C[C]=CC1CCCCC1,Phoslactomycin
1409,plm2-3_Mod.3,O=C([S])C[C@@H](O)[C]=C[C]=CC1CCCCC1,Phoslactomycin
1410,plm4_Mod.4,CC[C@@H](C(=O)[S])[C@H](O)C[C@@H](O)[C]=C[C]=CC1CCCCC1,Phoslactomycin
1411,plm5_Mod.5,CC[C@@H](C=[C]C(=O)[S])[C@H](O)C[C@@H](O)[C]=C[C]=CC1CCCCC1,Phoslactomycin
1412,plm6_Mod.6,CC[C@@H](C=[C][C@H](O)[C@@H](CC)C(=O)[S])[C@H](O)C[C@@H](O)[C]=C[C]=CC1CCCCC1,Phoslactomycin
1413,plm7_Mod.7,CC[C@@H](C=[C][C@H](O)[C@@H](CC)[C@H](O)CC(=O)O)[C@H](O)C[C@@H](O)[C]=C[C]=CC1CCCCC1,Phoslactomycin
1414,PieA1_Mod.0,CC(=O)[S],Piericidin
1415,PieA1_Mod.1,CC=C(C)C(=O)[S],Piericidin
1416,PieA2_Mod.2,CC=C(C)[C@H](O)[C@H](C)C(=O)[S],Piericidin
1417,PieA2_Mod.3,CC=C(C)[C@H](O)[C@H](C)C=C(C)C(=O)[S],Piericidin
1418,PieA3_Mod.4,CC=C(C)[C@H](O)[C@H](C)C=C(C)C=[C]C(=O)[S],Piericidin
1419,PieA4_Mod.5,CC=C(C)[C@H](O)[C@H](C)C=C(C)C=[C][CH][C@H](C)C(=O)[S],Piericidin
1420,PieA5_Mod.6,CC=C(C)[C@H](O)[C@H](C)C=C(C)C=[C][CH][C@H](C)C=[C]C(=O)[S],Piericidin
1421,PieA6_Mod.7,CC=C(C)[C@H](O)[C@H](C)C=C(C)C=[C][CH][C@H](C)C=[C]C(=O)[C@@H](C)C(=O)[S],Piericidin
1422,PieA6_Mod.8,CC=C(C)[C@H](O)[C@H](C)C=C(C)C=[C][CH][C@H](C)C=[C]C(=O)[C@@H](C)C(=O)CC(=O)O,Piericidin
1423,pldAI_Mod.0,CCC(=O)[S],Pladienolide
1424,pldAI_Mod.1,CC[C@H](O)[C@@H](C)C(=O)[S],Pladienolide
1425,pldAI_Mod.2,CC[C@H](O)[C@@H](C)C=[C]C(=O)[S],Pladienolide
1426,pldAI_Mod.3,CC[C@H](O)[C@@H](C)C=[C][CH][C@H](C)C(=O)[S],Pladienolide
1427,pldAII_Mod.4,CC[C@H](O)[C@@H](C)C=[C][CH][C@H](C)C=[C]C(=O)[S],Pladienolide
1428,pldAII_Mod.5,CC[C@H](O)[C@@H](C)C=[C][CH][C@H](C)C=[C]C=C(C)C(=O)[S],Pladienolide
1429,pldAII_Mod.6,CC[C@H](O)[C@@H](C)C=[C][CH][C@H](C)C=[C]C=C(C)[C@@H](O)[C@@H](C)C(=O)[S],Pladienolide
1430,pldAII_Mod.7,CC[C@H](O)[C@@H](C)C=[C][CH][C@H](C)C=[C]C=C(C)[C@@H](O)[C@@H](C)C=[C]C(=O)[S],Pladienolide
1431,pldAIII_Mod.8,CC[C@H](O)[C@@H](C)C=[C][CH][C@H](C)C=[C]C=C(C)[C@@H](O)[C@@H](C)C=[C][C@H](O)[C@@H](C)C(=O)[S],Pladienolide
1432,pldAIII_Mod.9,CC[C@H](O)[C@@H](C)C=[C][CH][C@H](C)C=[C]C=C(C)[C@@H](O)[C@@H](C)C=[C][C@H](O)[C@@H](C)[CH][CH]C(=O)[S],Pladienolide
1433,pldAIV_Mod.10,CC[C@@H]1OC(=O)C[C@H](O)[CH][CH][C@H](C)[C@@H](O)[C]=C[C@H](C)[C@H](O)C(C)=C[C]=C[C@@H](C)[CH][C]=C[C@@H]1C,Pladienolide
1434,pmxE_Mod.0,NCC[C@H](N)C(=O)[S],Polymyxin
1435,pmxE_Mod.1,CC(O)[C@H](NC(=O)[C@@H](N)CCN)C(=O)[S],Polymyxin
1436,pmxE_Mod.2,CC(O)[C@H](NC(=O)[C@@H](N)CCN)C(=O)N[C@H](CCN)C(=O)[S],Polymyxin
1437,pmxE_Mod.3,CC(O)[C@H](NC(=O)[C@@H](N)CCN)C(=O)N[C@H](CCN)C(=O)N[C@@H](CCN)C(=O)[S],Polymyxin
1438,pmxE_Mod.4,CC(O)[C@H](NC(=O)[C@@H](N)CCN)C(=O)N[C@H](CCN)C(=O)N[C@@H](CCN)C(=O)N[C@@H](CCN)C(=O)[S],Polymyxin
1439,pmxA_Mod.5,CC(O)[C@H](NC(=O)[C@@H](N)CCN)C(=O)N[C@H](CCN)C(=O)N[C@@H](CCN)C(=O)N[C@@H](CCN)C(=O)N[C@H](Cc1ccccc1)C(=O)[S],Polymyxin
1440,pmxA_Mod.6,CC(C)C[C@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@@H](CCN)NC(=O)[C@@H](NC(=O)[C@@H](N)CCN)C(C)O)C(=O)[S],Polymyxin
1441,pmxA_Mod.7,CC(C)C[C@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@@H](CCN)NC(=O)[C@@H](NC(=O)[C@@H](N)CCN)C(C)O)C(=O)N[C@@H](CCN)C(=O)[S],Polymyxin
1442,pmxA_Mod.8,CC(C)C[C@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@@H](CCN)NC(=O)[C@@H](NC(=O)[C@@H](N)CCN)C(C)O)C(=O)N[C@@H](CCN)C(=O)N[C@@H](CCN)C(=O)[S],Polymyxin
1443,pmxB_Mod.9,CC(C)C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCN)NC(=O)[C@@H](NC(=O)[C@@H](CCN)NC(=O)[C@@H](NC(=O)[C@@H](N)CCN)C(C)O)CCNC(=O)[C@H](C(C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC1=O,Polymyxin
1444,pvdI_Mod.0,N[C@@H](CC(=O)O)C(=O)[S],Pyoverdin
1445,pvdI_Mod.1,NCCC[C@@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)[S],Pyoverdin
1446,pvdI_Mod.2,NCCCC[C@H](NC(=O)[C@@H](CCCN)NC(=O)[C@@H](N)CC(=O)O)C(=O)[S],Pyoverdin
1447,pvdJ_Mod.3,CC(O)[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CCCN)NC(=O)[C@@H](N)CC(=O)O)C(=O)[S],Pyoverdin
1448,pvdJ_Mod.4,CC(O)[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CCCN)NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](C)C(=O)[S],Pyoverdin
1449,pvdD_Mod.5,CC(O)[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CCCN)NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)[S],Pyoverdin
1450,pvdD_Mod.6,CC(O)[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CCCN)NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N[C@H](CCCN)C(=O)[S],Pyoverdin
1451,pvdD_Mod.7,CC(O)[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CCCN)NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N[C@H](CCCN)C(=O)N[C@@H](CCCCN)C(=O)[S],Pyoverdin
1452,QmnA1_Mod.0,CC(=O)[S],Quartromicin
1453,QmnA1_Mod.1,CC=C(C)C(=O)[S],Quartromicin
1454,QmnA1_Mod.2,CC=C(C)C=C(C)C(=O)[S],Quartromicin
1455,QmnA1_Mod.3,CC=C(C)C=C(C)C=[C]C(=O)[S],Quartromicin
1456,QmnA2_Mod.4,CC=C(C)C=C(C)C=[C]C=C(C)C(=O)[S],Quartromicin
1457,QmnA3_Mod.5,CC=C(C)C=C(C)C=[C]C=C(C)C(=O)CC(=O)[S],Quartromicin
1458,rapA_Mod.0,O=C([S])C1CC[C@@H](O)[C@H](O)C1,Rapamycin
1459,rapA_Mod.1,C[C@@H]([CH]C1CC[C@@H](O)[C@H](O)C1)C(=O)[S],Rapamycin
1460,rapA_Mod.2,C[C@@H]([CH]C1CC[C@@H](O)[C@H](O)C1)[C@@H](O)CC(=O)[S],Rapamycin
1461,rapA_Mod.3,C[C@H](C(=O)[S])C(=O)C[C@H](O)[C@@H](C)[CH]C1CC[C@@H](O)[C@H](O)C1,Rapamycin
1462,rapA_Mod.4,CC(=C[C@@H](C)C(=O)C[C@H](O)[C@@H](C)[CH]C1CC[C@@H](O)[C@H](O)C1)C(=O)[S],Rapamycin
1463,rapB_Mod.5,CC(C=[C]C(=O)[S])=C[C@@H](C)C(=O)C[C@H](O)[C@@H](C)[CH]C1CC[C@@H](O)[C@H](O)C1,Rapamycin
1464,rapB_Mod.6,CC(C=[C]C(=O)[C@H](C)C(=O)[S])=C[C@@H](C)C(=O)C[C@H](O)[C@@H](C)[CH]C1CC[C@@H](O)[C@H](O)C1,Rapamycin
1465,rapB_Mod.7,CC(C=[C]C(=O)[C@H](C)[CH][C@H](C)C(=O)[S])=C[C@@H](C)C(=O)C[C@H](O)[C@@H](C)[CH]C1CC[C@@H](O)[C@H](O)C1,Rapamycin
1466,rapB_Mod.8,CC(C=[C]C(=O)[C@H](C)[CH][C@H](C)C=[C]C(=O)[S])=C[C@@H](C)C(=O)C[C@H](O)[C@@H](C)[CH]C1CC[C@@H](O)[C@H](O)C1,Rapamycin
1467,rapB_Mod.9,CC(C=[C]C(=O)[C@H](C)[CH][C@H](C)C=[C]C=[C]C(=O)[S])=C[C@@H](C)C(=O)C[C@H](O)[C@@H](C)[CH]C1CC[C@@H](O)[C@H](O)C1,Rapamycin
1468,rapB_Mod.10,CC(C=[C]C(=O)[C@H](C)[CH][C@H](C)C=[C]C=[C]C=C(C)C(=O)[S])=C[C@@H](C)C(=O)C[C@H](O)[C@@H](C)[CH]C1CC[C@@H](O)[C@H](O)C1,Rapamycin
1469,rapC_Mod.11,CC(C=[C]C(=O)[C@H](C)[CH][C@H](C)C=[C]C=[C]C=C(C)[C@@H](O)CC(=O)[S])=C[C@@H](C)C(=O)C[C@H](O)[C@@H](C)[CH]C1CC[C@@H](O)[C@H](O)C1,Rapamycin
1470,rapC_Mod.12,CC(C=[C]C(=O)[C@H](C)[CH][C@H](C)C=[C]C=[C]C=C(C)[C@@H](O)C[C@@H](O)CC(=O)[S])=C[C@@H](C)C(=O)C[C@H](O)[C@@H](C)[CH]C1CC[C@@H](O)[C@H](O)C1,Rapamycin
1471,rapC_Mod.13,CC(C=[C]C(=O)[C@H](C)[CH][C@H](C)C=[C]C=[C]C=C(C)[C@@H](O)C[C@@H](O)C[CH][C@H](C)C(=O)[S])=C[C@@H](C)C(=O)C[C@H](O)[C@@H](C)[CH]C1CC[C@@H](O)[C@H](O)C1,Rapamycin
1472,rapC_Mod.14,CC(C=[C]C(=O)[C@H](C)[CH][C@H](C)C=[C]C=[C]C=C(C)[C@@H](O)C[C@@H](O)C[CH][C@H](C)C(=O)CC(=O)[S])=C[C@@H](C)C(=O)C[C@H](O)[C@@H](C)[CH]C1CC[C@@H](O)[C@H](O)C1,Rapamycin
1473,rapP_Mod.15,CC(C=[C]C(=O)[C@H](C)[CH][C@H](C)C=[C]C=[C]C=C(C)[C@@H](O)C[C@@H](O)C[CH][C@H](C)C(=O)CC(=O)N1CCCCC1C(=O)[S])=C[C@@H](C)C(=O)C[C@H](O)[C@@H](C)[CH]C1CC[C@@H](O)[C@H](O)C1,Rapamycin
1474,revA_Mod.0,CCC(=O)[S],Reveromycin
1475,revA_Mod.1,CC[C@@H](O)CC(=O)[S],Reveromycin
1476,revA_Mod.2,CC[C@@H](O)CC=C(C)C(=O)[S],Reveromycin
1477,revA_Mod.3,CC[C@@H](O)CC=C(C)C=[C]C(=O)[S],Reveromycin
1478,revB_Mod.4,CCCC[C@@H](C(=O)[S])[C@@H](O)[C]=CC(C)=CC[C@H](O)CC,Reveromycin
1479,revB_Mod.5,CCCC[C@@H]([CH][CH]C(=O)[S])[C@@H](O)[C]=CC(C)=CC[C@H](O)CC,Reveromycin
1480,revB_Mod.6,CCCC[C@@H]([CH][CH][C@H](O)CC(=O)[S])[C@@H](O)[C]=CC(C)=CC[C@H](O)CC,Reveromycin
1481,revC_Mod.7,CCCC[C@@H]([CH][CH][C@H](O)C[CH][C@H](C)C(=O)[S])[C@@H](O)[C]=CC(C)=CC[C@H](O)CC,Reveromycin
1482,revC_Mod.8,CCCC[C@@H]([CH][CH][C@H](O)C[CH][C@H](C)[C@H](O)CC(=O)[S])[C@@H](O)[C]=CC(C)=CC[C@H](O)CC,Reveromycin
1483,revD_Mod.9,CCCC[C@@H]([CH][CH][C@H](O)C[CH][C@H](C)[C@H](O)CC=C(C)C(=O)[S])[C@@H](O)[C]=CC(C)=CC[C@H](O)CC,Reveromycin
1484,revD_Mod.10,CCCC[C@@H]([CH][CH][C@H](O)C[CH][C@H](C)[C@H](O)CC=C(C)C=[C]C(=O)[S])[C@@H](O)[C]=CC(C)=CC[C@H](O)CC,Reveromycin
1485,revD_Mod.11,CCCC[C@@H]([CH][CH][C@H](O)C[CH][C@H](C)[C@H](O)CC=C(C)C=[C][C@H](O)[C@@H](C)C(=O)[S])[C@@H](O)[C]=CC(C)=CC[C@H](O)CC,Reveromycin
1486,revD_Mod.12,CCCC[C@@H]([CH][CH][C@H](O)C[CH][C@H](C)[C@H](O)CC=C(C)C=[C][C@H](O)[C@@H](C)C=[C]C(=O)O)[C@@H](O)[C]=CC(C)=CC[C@H](O)CC,Reveromycin
1487,peptide_Mod.0,CN[C@@H](CC(C)C)C(=O)[S],Rhabdopeptides
1488,Peptide_Mod.1,CN[C@@H](CC(C)C)C(=O)N(C)[C@H](C(=O)N(C)[C@H](C(=O)[S])C(C)C)C(C)C,Rhabdopeptides
1489,peptide_Mod.2,CN[C@@H](CC(C)C)C(=O)N(C)[C@H](C(=O)N(C)[C@H](C(=O)N(C)[C@H](C(=O)[S])C(C)C)C(C)C)C(C)C,Rhabdopeptides
1490,rifA_Mod.0,Nc1cc(O)cc(C(=O)[S])c1,Rifamycin
1491,rifA_Mod.1,CC(=Cc1cc(N)cc(O)c1)C(=O)[S],Rifamycin
1492,rifA_Mod.2,CC(=Cc1cc(N)cc(O)c1)C(=O)CC(=O)[S],Rifamycin
1493,rifA_Mod.3,CC(=Cc1cc(N)cc(O)c1)C(=O)CC(=O)[C@@H](C)C(=O)[S],Rifamycin
1494,rifB_Mod.4,CC(=C[C@H](C)C(=O)CC(=O)C(C)=Cc1cc(N)cc(O)c1)C(=O)[S],Rifamycin
1495,rifB_Mod.5,CC(=Cc1cc(N)cc(O)c1)C(=O)CC(=O)[C@@H](C)C=C(C)[C@H](O)[C@H](C)C(=O)[S],Rifamycin
1496,rifB_Mod.6,CC(=C[C@@H](C)[C@@H](O)C(C)=C[C@H](C)C(=O)CC(=O)C(C)=Cc1cc(N)cc(O)c1)C(=O)[S],Rifamycin
1497,rifC_Mod.7,CC(=C[C@@H](C)[C@@H](O)C(C)=C[C@H](C)C(=O)CC(=O)C(C)=Cc1cc(N)cc(O)c1)C=C(C)C(=O)[S],Rifamycin
1498,rifD_Mod.8,CC(=CC(C)=C[C@@H](C)[C@@H](O)C(C)=C[C@H](C)C(=O)CC(=O)C(C)=Cc1cc(N)cc(O)c1)C=C(C)C(=O)[S],Rifamycin
1499,rifE_Mod.9,CC(C=[C]C(=O)[S])=CC(C)=CC(C)=C[C@@H](C)[C@@H](O)C(C)=C[C@H](C)C(=O)CC(=O)C(C)=Cc1cc(N)cc(O)c1,Rifamycin
1500,rifE_Mod.10,CC(C=[C]C=C(C)C(=O)[S])=CC(C)=CC(C)=C[C@@H](C)[C@@H](O)C(C)=C[C@H](C)C(=O)CC(=O)C(C)=Cc1cc(N)cc(O)c1,Rifamycin
1501,AMP-dependent_Mod.0,Nc1cc(O)cc(C(=O)[S])c1,Rifamycin
1502,AMP-dependent_Mod.1,CC(=Cc1cc(N)cc(O)c1)C(=O)[S],Rifamycin
1503,AMP-dependent_Mod.2,CC(=Cc1cc(N)cc(O)c1)C(=O)CC(=O)[S],Rifamycin
1504,AMP-dependent_Mod.3,CC(=Cc1cc(N)cc(O)c1)C(=O)CC(=O)[C@@H](C)C(=O)[S],Rifamycin
1505,Beta-ketoacyl_Mod.4,CC(=C[C@H](C)C(=O)CC(=O)C(C)=Cc1cc(N)cc(O)c1)C(=O)[S],Rifamycin
1506,Beta-ketoacyl_Mod.5,CC(=Cc1cc(N)cc(O)c1)C(=O)CC(=O)[C@@H](C)C=C(C)C(O)C(C)C(=O)[S],Rifamycin
1507,Beta-ketoacyl_Mod.6,CC(=CC(C)C(O)C(C)=C[C@H](C)C(=O)CC(=O)C(C)=Cc1cc(N)cc(O)c1)C(=O)[S],Rifamycin
1508,Beta-ketoacyl_Mod.7,CC(=CC(C)C(O)C(C)=C[C@H](C)C(=O)CC(=O)C(C)=Cc1cc(N)cc(O)c1)C=C(C)C(=O)[S],Rifamycin
1509,Beta-ketoacyl_Mod.8,CC(=CC(C)=CC(C)C(O)C(C)=C[C@H](C)C(=O)CC(=O)C(C)=Cc1cc(N)cc(O)c1)C=C(C)C(=O)[S],Rifamycin
1510,Acyl_Mod.9,CC(C=[C]C(=O)[S])=CC(C)=CC(C)=CC(C)C(O)C(C)=C[C@H](C)C(=O)CC(=O)C(C)=Cc1cc(N)cc(O)c1,Rifamycin
1511,Acyl_Mod.10,CC(C=[C]C=C(C)C(=O)[S])=CC(C)=CC(C)=CC(C)C(O)C(C)=C[C@H](C)C(=O)CC(=O)C(C)=Cc1cc(N)cc(O)c1,Rifamycin
1512,beta-ketoacyl_Mod.0,CC(N)CC(=O)[S],Salinilactam
1513,beta-ketoacyl_Mod.1,CC(N)CC=[C]C(=O)[S],Salinilactam
1514,beta-ketoacyl_Mod.2,CC(N)CC=[C]C=[C]C(=O)[S],Salinilactam
1515,beta-ketoacyl_Mod.3,CC(=C[C]=C[C]=CCC(C)N)C(=O)[S],Salinilactam
1516,beta-ketoacyl_Mod.4,CC(C=[C]C(=O)[S])=C[C]=C[C]=CCC(C)N,Salinilactam
1517,beta-ketoacyl_Mod.5,CC(C=[C]C=[C]C(=O)[S])=C[C]=C[C]=CCC(C)N,Salinilactam
1518,beta-ketoacyl_Mod.6,CC(C=[C]C=[C]C=[C]C(=O)[S])=C[C]=C[C]=CCC(C)N,Salinilactam
1519,beta-ketoacyl_Mod.7,CC(C=[C]C=[C]C=[C]C(O)CC(=O)[S])=C[C]=C[C]=CCC(C)N,Salinilactam
1520,beta-ketoacyl_Mod.8,CC(C=[C]C=[C]C=[C]C(O)CC(O)CC(=O)[S])=C[C]=C[C]=CCC(C)N,Salinilactam
1521,acyl_Mod.9,CC(C=[C]C=[C]C=[C]C(O)CC(O)CC(O)C(C)C(=O)[S])=C[C]=C[C]=CCC(C)N,Salinilactam
1522,beta-ketoacyl_Mod.10,CC(C=[C]C=[C]C=[C]C(O)CC(O)CC(O)C(C)C=[C]C(=O)[S])=C[C]=C[C]=CCC(C)N,Salinilactam
1523,beta-ketoacyl_Mod.11,CC1=C[C]=C[C]=CCC(C)NC(=O)[C]=C[C]=CC(C)C(O)CC(O)CC(O)[C]=C[C]=C[C]=C1,Salinilactam
1524,slnA1_Mod.0,CC(=O)[S],Salinomycin
1525,slnA1_Mod.1,CC=C(CC)C(=O)[S],Salinomycin
1526,slnA1_Mod.2,CC=C([CH][CH]C(=O)[S])CC,Salinomycin
1527,slnA2_Mod.3,CC=C([CH][CH]C=C(C)C(=O)[S])CC,Salinomycin
1528,slnA2_Mod.4,CC=C([CH][CH]C=C(C)[CH][CH]C(=O)[S])CC,Salinomycin
1529,slnA3_Mod.5,CC=C([CH][CH]C=C(C)[CH][CH]C(=O)CC(=O)[S])CC,Salinomycin
1530,slnA3_Mod.6,CC=C([CH][CH]C=C(C)[CH][CH]C(=O)C[C@H](O)CC(=O)[S])CC,Salinomycin
1531,slnA4_Mod.7,CC=C([CH][CH]C=C(C)[CH][CH]C(=O)C[C@H](O)CC(=O)[C@@H](C)C(=O)[S])CC,Salinomycin
1532,slnA5_Mod.8,CC=C([CH][CH]C=C(C)[CH][CH]C(=O)C[C@H](O)CC(=O)[C@@H](C)[CH][C@H](C)C(=O)[S])CC,Salinomycin
1533,slnA5_Mod.9,CC=C([CH][CH]C=C(C)[CH][CH]C(=O)C[C@H](O)CC(=O)[C@@H](C)[CH][C@H](C)C(O)C(CC)C(=O)[S])CC,Salinomycin
1534,slnA6_Mod.10,CC=C([CH][CH]C=C(C)[CH][CH]C(=O)C[C@H](O)CC(=O)[C@@H](C)[CH][C@H](C)C(O)C(CC)C(=O)[C@@H](C)C(=O)[S])CC,Salinomycin
1535,slnA7_Mod.11,CC=C([CH][CH]C=C(C)[CH][CH]C(=O)C[C@H](O)CC(=O)[C@@H](C)[CH][C@H](C)C(O)C(CC)C(=O)[C@@H](C)[C@@H](O)[C@H](C)C(=O)[S])CC,Salinomycin
1536,slnA8_Mod.12,CC=C([CH][CH]C=C(C)[CH][CH]C(=O)C[C@H](O)CC(=O)[C@@H](C)[CH][C@H](C)C(O)C(CC)C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@H](O)[C@H](C)C(=O)[S])CC,Salinomycin
1537,slnA8_Mod.13,CC=C([CH][CH]C=C(C)[CH][CH]C(=O)C[C@H](O)CC(=O)[C@@H](C)[CH][C@H](C)C(O)C(CC)C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@H](O)[C@H](C)[CH][CH]C(=O)[S])CC,Salinomycin
1538,slnA9_Mod.14,CC=C([CH][CH]C=C(C)[CH][CH]C(=O)C[C@H](O)CC(=O)[C@@H](C)[CH][C@H](C)C(O)C(CC)C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@H](O)[C@H](C)[CH][CH][C@H](O)[C@H](CC)C(=O)[S])CC,Salinomycin
1539,sfaE_Mod.0,CCC(C(N)=O)C(=O)[S],Sanglifehrin
1540,sfaE_Mod.1,CCC([CH][C@H](C)C(=O)[S])C(N)=O,Sanglifehrin
1541,sfaF_Mod.2,CCC([CH][C@H](C)C(=O)[C@@H](C)C(=O)[S])C(N)=O,Sanglifehrin
1542,sfaF_Mod.3,CCC([CH][C@H](C)C(=O)[C@@H](C)[C@@H](O)[C@@H](C)C(=O)[S])C(N)=O,Sanglifehrin
1543,sfaF_Mod.4,CCC([CH][C@H](C)C(=O)[C@@H](C)[C@@H](O)[C@@H](C)[C@@H](O)CC(=O)[S])C(N)=O,Sanglifehrin
1544,sfaG_Mod.5,CCC([CH][C@H](C)C(=O)[C@@H](C)[C@@H](O)[C@@H](C)[C@@H](O)C[C@H](O)[C@@H](C)C(=O)[S])C(N)=O,Sanglifehrin
1545,sfaG_Mod.6,CCC([CH][C@H](C)C(=O)[C@@H](C)[C@@H](O)[C@@H](C)[C@@H](O)C[C@H](O)[C@@H](C)[CH][CH]C(=O)[S])C(N)=O,Sanglifehrin
1546,sfaH_Mod.7,CCC([CH][C@H](C)C(=O)[C@@H](C)[C@@H](O)[C@@H](C)[C@@H](O)C[C@H](O)[C@@H](C)[CH][CH]C=[C]C(=O)[S])C(N)=O,Sanglifehrin
1547,sfaH_Mod.8,CCC([CH][C@H](C)C(=O)[C@@H](C)[C@@H](O)[C@@H](C)[C@@H](O)C[C@H](O)[C@@H](C)[CH][CH]C=[C]C=C(C)C(=O)[S])C(N)=O,Sanglifehrin
1548,sfaH_Mod.9,CCC([CH][C@H](C)C(=O)[C@@H](C)[C@@H](O)[C@@H](C)[C@@H](O)C[C@H](O)[C@@H](C)[CH][CH]C=[C]C=C(C)C(O)CC(=O)[S])C(N)=O,Sanglifehrin
1549,sfaH_Mod.10,CCC([CH][C@H](C)C(=O)[C@@H](C)[C@@H](O)[C@@H](C)[C@@H](O)C[C@H](O)[C@@H](C)[CH][CH]C=[C]C=C(C)C(O)CC=[C]C(=O)[S])C(N)=O,Sanglifehrin
1550,sfaH_Mod.11,CCC([CH][C@H](C)C(=O)[C@@H](C)[C@@H](O)[C@@H](C)[C@@H](O)C[C@H](O)[C@@H](C)[CH][CH]C=[C]C=C(C)C(O)CC=[C]C=[C]C(=O)[S])C(N)=O,Sanglifehrin
1551,sfaI_Mod.12,CCC([CH][C@H](C)C(=O)[C@@H](C)[C@@H](O)[C@@H](C)[C@@H](O)C[C@H](O)[C@@H](C)[CH][CH]C=[C]C=C(C)C(O)CC=[C]C=[C][C@H](O)[C@H](C)C(=O)[S])C(N)=O,Sanglifehrin
1552,sfaI_Mod.13,CCC([CH][C@H](C)C(=O)[C@@H](C)[C@@H](O)[C@@H](C)[C@@H](O)C[C@H](O)[C@@H](C)[CH][CH]C=[C]C=C(C)C(O)CC=[C]C=[C][C@H](O)[C@H](C)[C@@H](O)[C@@H](CCC(C)=O)C(=O)[S])C(N)=O,Sanglifehrin
1553,sfaD_Mod.14,CCC([CH][C@H](C)C(=O)[C@@H](C)[C@@H](O)[C@@H](C)[C@@H](O)C[C@H](O)[C@@H](C)[CH][CH]C=[C]C=C(C)C(O)CC=[C]C=[C][C@H](O)[C@H](C)[C@@H](O)[C@@H](CCC(C)=O)C(=O)N[C@H](C(=O)[S])C(C)C)C(N)=O,Sanglifehrin
1554,sfaD_Mod.15,CCC([CH][C@H](C)C(=O)[C@@H](C)[C@@H](O)[C@@H](C)[C@@H](O)C[C@H](O)[C@@H](C)[CH][CH]C=[C]C=C(C)C(O)CC=[C]C=[C][C@H](O)[C@H](C)[C@@H](O)[C@@H](CCC(C)=O)C(=O)N[C@H](C(=O)N[C@@H](Cc1cccc(O)c1)C(=O)[S])C(C)C)C(N)=O,Sanglifehrin
1555,sfaD_Mod.16,CCC([CH][C@H](C)C(=O)[C@@H](C)[C@@H](O)[C@@H](C)[C@@H](O)C[C@H](O)[C@@H](C)[CH][CH]C=[C]C=C(C)C(O)CC=[C]C=[C][C@H](O)[C@H](C)[C@@H](O)[C@@H](CCC(C)=O)C(=O)N[C@H](C(=O)N[C@@H](Cc1cccc(O)c1)C(=O)N1NCCCC1C(=O)[S])C(C)C)C(N)=O,Sanglifehrin
1556,selA_Mod.0,CCC(=O)[S],Selvamicin
1557,selB_Mod.1,CC[C@H](O)[C@H](C)C(=O)[S],Selvamicin
1558,selB_Mod.2,CC[C@H](O)[C@H](C)[C@H](O)[C@@H](C)C(=O)[S],Selvamicin
1559,selC_Mod.3,CC[C@H](O)[C@H](C)[C@H](O)[C@@H](C)C=[C]C(=O)[S],Selvamicin
1560,selC_Mod.4,CC[C@H](O)[C@H](C)[C@H](O)[C@@H](C)C=[C]C=[C]C(=O)[S],Selvamicin
1561,selC_Mod.5,CC[C@H](O)[C@H](C)[C@H](O)[C@@H](C)C=[C]C=[C]C=[C]C(=O)[S],Selvamicin
